,cost
3767,6.91898087613
3768,5.00770630359
3769,3.85871591282
3770,3.54434323932
3771,3.40245822738
3772,3.3162143966
3773,21.4413291565
3774,11.8766101167
3775,6.13722228095
3776,4.22316564936
3777,3.07695731765
3778,2.75980258509
3779,2.61791757315
3780,2.53445580143
3781,1.66088925736
3782,21.9059330191
3783,12.3412139793
3784,6.60460820262
3785,4.69055157103
3786,3.54156118026
3787,3.22718850676
3788,3.08530349482
3789,3.0018417231
3790,52.6810703138
3791,24.8604797383
3792,19.2963616232
3793,15.1232730368
3794,13.7322435081
3795,5.41110486693
3796,3.9783444523
3797,3.32456057377
3798,59.9561547493
3799,32.1355641738
3800,26.5714460587
3801,22.3983574723
3802,21.0073279436
3803,20.6150576164
3804,12.421893692
3805,8.69115249579
3806,7.63118799486
3807,7.10259677392
3808,6.95236558482
3809,16.4002381443
3810,9.55637286268
3811,7.08034030146
3812,19.6830678322
3813,11.9628539475
3814,9.8763096543
3815,155.789743105
3816,32.3136159534
3817,44.6325734603
3818,32.7726556979
3819,25.6561486287
3820,23.2830522526
3821,21.8614200742
3822,21.4524573928
3823,21.2660594359
3824,21.1547770736
3825,53.5212521491
3826,25.7006615736
3827,20.1365434585
3828,15.9634548722
3829,15.955108695
3830,9.8763096543
3831,7.65066240826
3832,34.9621361762
3833,25.3195194828
3834,19.1989895562
3835,16.4169304986
3836,15.4877227734
3837,14.7476950641
3838,13.1174084563
3839,21.3717776801
3840,11.8070586402
3841,6.07045286357
3842,4.15639623198
3843,3.00740584121
3844,2.69303316771
3845,2.55114815577
3846,2.46768638405
3847,27.4867434886
3848,15.6268257263
3849,8.5131007161
3850,6.14000434001
3851,4.7183721616
3852,4.30940948014
3853,4.12301152329
3854,4.00894710193
3855,2.28407048625
3856,21.5359191645
3857,11.9712001246
3858,6.23459434797
3859,4.32053771637
3860,3.17154732561
3861,2.8571746521
3862,2.71528964017
3863,2.63182786844
3864,7.51155945538
3865,33.8632228485
3866,23.5501299222
3867,13.9854108823
3868,8.24880510563
3869,6.33474847404
3870,5.18575808327
3871,4.87138540977
3872,4.72950039783
3873,4.64603862611
3874,2.50941726991
3875,28.0487194182
3876,16.1888016559
3877,9.07229458667
3878,6.69919821058
3879,5.27756603217
3880,4.86860335071
3881,4.68220539386
3882,4.57092303155
3883,38.5704667739
3884,14.0716547131
3885,11.06981299
3886,5.23861720537
3887,21.4246368022
3888,11.8599177623
3889,6.12052992661
3890,4.20647329502
3891,3.0602649633
3892,2.74311023074
3893,2.60122521881
3894,2.51776344708
3895,30.4802390345
3896,6.22903022985
3897,1.75826132437
3898,21.8057788931
3899,12.2410598532
3900,6.50167201749
3901,4.5876153859
3902,3.44140705419
3903,3.12425232163
3904,2.98236730969
3905,2.89890553797
3906,22.0227794996
3907,12.4580604597
3908,6.72145468304
3909,4.80739805145
3910,3.65840766068
3911,3.34403498717
3912,3.20214997524
3913,3.11868820351
3914,30.2103793059
3915,7.79532947925
3916,3.65562560162
3917,341.314133416
3918,132.651357923
3919,90.9260361779
3920,73.0346143788
3921,63.0970994252
3922,3.78638237733
3923,2.13940341526
3924,2.55114815577
3925,2.19504459641
3926,1.84728721421
3927,28.0181167686
3928,16.1581990062
3929,9.04447399609
3930,6.67137762
3931,5.24696338254
3932,4.84078276014
3933,4.65438480328
3934,4.54032038192
3935,21.5331371054
3936,11.9684180656
3937,6.22903022985
3938,4.31775565732
3939,3.16876526655
3940,2.85161053399
3941,2.71250758111
3942,2.62626375033
3943,1.75826132437
3944,8.22933069223
3945,10.8333379701
3946,10.3103108673
3947,160.14366553
3948,5.34989956767
3949,5.34989956767
3950,41.7475782176
3951,56.8430306639
3952,48.1880449358
3953,52.7673141445
3954,56.7762612465
3955,65.7400555299
3956,13.487422311
3957,25.6895333374
3958,67.6151633347
3959,56.9348386128
3960,52.5364032428
3961,36.6230254336
3962,46.3407577216
3963,27.7037440951
3964,15.8438263327
3965,8.72731926353
3966,6.35422288744
3967,4.93259070904
3968,4.52362802758
3969,4.33723007072
3970,4.22594770842
3971,29.5343389549
3972,17.6744211926
3973,10.5579141234
3974,8.18759980637
3975,6.7631855689
3976,6.3570049465
3977,6.16782493059
3978,6.05654256829
3979,28.571746521
3980,16.7118287587
3981,9.59532168949
3982,7.2222253134
3983,5.80059313499
3984,5.39163045353
3985,5.20523249668
3986,5.09395013437
3987,32.3970777252
3988,9.80397611881
3989,11.6902121598
3990,8.604908665
3991,7.53381592784
3992,5.56133605604
3993,15.2122989267
3994,13.5875764371
3995,11.8070586402
3996,10.2685799814
3997,22.6988198505
3998,13.1341008107
3999,7.39471297497
4000,5.48065634337
4001,4.33444801166
4002,4.0172932791
4003,3.87819032622
4004,3.79194649544
4005,21.7584838891
4006,12.1937648492
4007,6.45437701352
4008,4.54032038192
4009,3.39411205021
4010,3.07695731765
4011,2.93785436477
4012,2.85161053399
4013,4.72950039783
4014,7.51155945538
4015,7.23335354963
4016,8.34617717265
4017,8.06797126689
4018,22.5708451339
4019,13.006126094
4020,7.26673825832
4021,5.35268162673
4022,4.20647329502
4023,3.88931856245
4024,3.74743355052
4025,3.66397177879
4026,29.3284665847
4027,17.4685488224
4028,10.3520417531
4029,7.98172743611
4030,6.55731319864
4031,6.15113257624
4032,5.96195256033
4033,5.85067019803
4034,29.7735960339
4035,17.9136782716
4036,10.7971712024
4037,8.42685688532
4038,7.00244264785
4039,6.59626202545
4040,6.40986406859
4041,6.29579964723
4042,6.96905793916
4043,27.7120902723
4044,15.8521725099
4045,8.73844749976
4046,6.36535112367
4047,4.94093688621
4048,4.53475626381
4049,4.34835830695
4050,4.23429388559
4051,26.7105490115
4052,16.5198666837
4053,10.4049008752
4054,8.36565158605
4055,7.14432765979
4056,6.80213439571
4057,6.64912114754
4058,6.55731319864
4059,203.732966843
4060,22.7043839687
4061,13.1396649288
4062,7.40027709308
4063,5.48900252055
4064,4.34001212978
4065,4.02563945627
4066,3.88375444434
4067,3.80029267261
4068,22.6904736734
4069,13.1257546335
4070,7.38914885685
4071,5.47509222526
4072,4.32888389355
4073,4.01172916099
4074,3.86984414905
4075,3.78638237733
4076,5.62532341437
4077,3.50539441251
4078,5.73104165855
4079,7.76194477056
4080,29.4258386517
4081,17.5659208894
4082,10.4494138202
4083,8.07909950312
4084,6.65468526566
4085,6.2457225842
4086,6.05932462734
4087,5.94804226504
4088,7.76750888868
4089,10.0710537883
4090,10.3742982256
4091,1.23523422155
4092,62.9023552912
4093,43.4084674749
4094,33.0063486588
4095,27.5507308469
4096,4.39287125187
4097,2.40648108478
4098,2.79875141189
4099,1.37990129254
4100,21.5776500504
4101,12.0129310105
4102,6.27354317477
4103,4.35948654318
4104,3.21327821147
4105,2.89612347891
4106,2.75423846697
4107,2.67077669525
4108,8.66054984615
4109,21.3856879754
4110,11.4231344903
4111,22.0060871452
4112,15.7464542657
4113,13.0617672752
4114,10.8082994386
4115,33.9327743249
4116,8.28218981433
4117,3.54712529838
4118,27.5423846697
4119,15.6824669074
4120,8.56874189725
4121,6.19564552116
4122,4.77401334276
4123,4.3650506613
4124,4.17865270444
4125,4.06458828308
4126,26.7522798974
4127,16.5615975696
4128,10.4466317611
4129,8.41016453097
4130,7.18605854565
4131,6.84386528157
4132,6.69085203341
4133,6.59904408451
4134,5.55298987887
4135,2.00864663955
4136,4.70724392537
4137,8.72175514542
4138,6.59347996639
4139,5.81728548934
4140,25.6032895066
4141,15.4126071788
4142,9.29764137033
4143,7.2611741402
4144,6.03706815488
4145,5.69765694986
4146,5.54186164264
4147,5.45005369374
4148,28.2434635522
4149,16.3835457899
4150,9.2670387207
4151,6.89672440367
4152,5.4723101662
4153,5.0661295438
4154,4.87973158694
4155,4.76566716558
4156,5.30538662275
4157,4.76566716558
4158,4.43738419679
4159,4.27602477145
4160,4.6599489214
4161,8.11804832993
4162,28.5550541667
4163,16.6951364044
4164,9.57862933514
4165,7.20553295905
4166,5.78390078065
4167,5.37493809919
4168,5.18854014233
4169,5.07725778003
4170,41.8282579303
4171,92.4450404233
4172,50.519410426
4173,57.6275713181
4174,1.28999627204
4175,22.0088692043
4176,12.4441501644
4177,6.70476232869
4178,4.7907056971
4179,3.64449736539
4180,3.32734263283
4181,3.18545762089
4182,3.10199584917
4183,21.6778041764
4184,12.1130851366
4185,6.37369730085
4186,4.46242272831
4187,3.31343233754
4188,2.99905966404
4189,2.8571746521
4190,2.77093082132
4191,5.89240108389
4192,147.357322101
4193,9.18635900803
4194,7.80923977454
4195,69.5347840844
4196,4.47911508265
4197,8.78574250374
4198,8.06518920784
4199,8.02345832197
4200,5.81450343028
4201,5.46674604809
4202,5.81450343028
4203,5.43892545751
4204,21.5553935779
4205,11.990674538
4206,6.25128670231
4207,4.33723007072
4208,3.19102173901
4209,2.87386700645
4210,2.73198199451
4211,2.64852022279
4212,16.6172387507
4213,20.6957373291
4214,11.1310182893
4215,5.39163045353
4216,3.48035588099
4217,2.33136549023
4218,2.01699281672
4219,1.87510780479
4220,1.788863974
4221,21.5220088692
4222,11.9572898293
4223,6.21790199362
4224,4.30662742109
4225,3.15763703032
4226,2.84326435682
4227,2.70137934488
4228,2.61791757315
4229,21.5331371054
4230,11.9684180656
4231,6.22903022985
4232,4.31497359826
4233,3.16876526655
4234,2.85161053399
4235,2.70972552205
4236,2.62626375033
4237,22.0672924445
4238,12.5025734046
4239,6.76596762796
4240,4.85191099637
4241,3.7029206056
4242,3.3885479321
4243,3.24666292016
4244,3.16320114843
4245,1.79164603306
4246,21.5804321094
4247,12.0157130696
4248,6.27632523383
4249,4.3650506613
4250,3.21606027053
4251,2.90168759702
4252,2.75980258509
4253,2.67634081336
4254,27.5256923154
4255,15.6657745531
4256,8.54926748385
4257,6.17617110776
4258,4.75453892935
4259,4.34557624789
4260,4.15917829104
4261,4.04789592873
4262,27.9318729378
4263,16.0719551755
4264,8.95544810625
4265,6.58513378922
4266,5.16071955175
4267,4.75453892935
4268,4.56535891344
4269,4.45407655114
4270,6.39873583236
4271,5.58915664662
4272,28.5161053399
4273,16.6561875775
4274,9.53968050834
4275,7.16936619131
4276,5.74495195384
4277,5.33877133144
4278,5.14959131552
4279,5.03830895322
4280,28.6301697612
4281,16.7702519989
4282,9.6537449297
4283,7.28064855361
4284,5.8590163752
4285,5.45005369374
4286,5.26365573688
4287,5.15237337458
4288,28.5327976942
4289,16.6728799319
4290,9.55915492174
4291,7.18605854565
4292,5.76442636724
4293,5.35546368578
4294,5.16906572893
4295,5.05500130757
4296,106.769862511
4297,28.2434635522
4298,16.3835457899
4299,9.2670387207
4300,6.89394234461
4301,5.4723101662
4302,5.06334748474
4303,4.87694952788
4304,4.76288510653
4305,22.2008312792
4306,12.6361122394
4307,6.89672440367
4308,4.98544983113
4309,3.83645944036
4310,3.52208676686
4311,3.38020175492
4312,3.29395792414
4313,9.13071782688
4314,8.78296044468
4315,28.4882847493
4316,18.2976024215
4317,12.182636613
4318,10.1461693829
4319,8.92206339756
4320,8.58265219254
4321,8.42685688532
4322,8.33504893642
4323,25.5532124436
4324,15.3625301158
4325,9.2475643073
4326,7.21109707717
4327,5.98699109185
4328,5.64757988683
4329,5.4917845796
4330,5.3999766307
4331,29.0446965608
4332,17.1847787985
4333,10.0682717293
4334,7.69517535318
4335,6.27354317477
4336,5.86458049331
4337,5.67818253646
4338,5.56690017416
4339,25.6005074476
4340,15.4098251198
4341,9.29485931127
4342,7.25561002209
4343,6.03428609583
4344,5.69209283175
4345,5.53907958358
4346,5.44727163468
4347,28.6106953478
4348,16.7507775855
4349,9.63427051629
4350,7.2611741402
4351,5.8395419618
4352,5.43057928034
4353,5.24418132348
4354,5.13289896118
4355,28.5161053399
4356,16.6561875775
4357,9.53968050834
4358,7.16658413225
4359,5.74495195384
4360,5.33598927238
4361,5.14959131552
4362,5.03830895322
4363,25.5754689161
4364,15.3847865882
4365,9.26982077976
4366,7.23057149057
4367,6.00924756431
4368,5.66705430023
4369,5.51404105206
4370,5.42223310316
4371,20.9461226443
4372,13.8852567562
4373,9.64818081158
4374,3.20771409335
4375,101.539591482
4376,14.0493982406
4377,19.096053371
4378,18.7482959888
4379,9.92638671734
4380,27.6814876226
4381,15.8215698603
4382,8.70784485013
4383,6.33474847404
4384,4.91033423658
4385,4.50415361417
4386,4.31775565732
4387,4.20369123596
4388,21.4858421015
4389,11.9211230616
4390,6.18451728493
4391,4.27046065334
4392,3.12147026257
4393,2.80709758907
4394,2.66521257713
4395,2.58175080541
4396,21.8836765467
4397,12.3189575068
4398,6.5795696711
4399,4.66829509857
4400,3.5193047078
4401,3.2049320343
4402,3.06304702236
4403,2.97680319158
4404,7.25282796303
4405,5.55020781981
4406,2.50941726991
4407,3.65284354256
4408,3.93939562549
4409,29.7680319158
4410,17.9081141534
4411,10.7916070842
4412,8.4212927672
4413,6.99687852974
4414,6.58791584828
4415,6.40151789142
4416,6.29023552912
4417,92.0277315647
4418,47.4452351675
4419,24.5043761789
4420,62.5963287949
4421,27.8345008708
4422,15.9745831085
4423,8.8608580983
4424,6.48776172221
4425,5.06334748474
4426,4.65716686234
4427,4.47076890548
4428,4.35670448412
4429,12.6027275307
4430,11.2116980019
4431,10.5161832375
4432,10.0988743789
4433,9.82066847315
4434,9.62314228006
4435,18.2419612404
4436,13.2259087596
4437,9.36719284677
4438,8.78296044468
4439,8.43242100343
4440,2.82378994341
4441,8.44633129872
4442,21.9281894916
4443,12.3634704518
4444,6.62408261603
4445,4.71280804349
4446,3.56381765272
4447,3.24944497922
4448,3.10755996728
4449,3.0213161365
4450,22.0033050862
4451,12.4385860463
4452,6.69919821058
4453,4.78792363804
4454,3.63893324727
4455,3.32456057377
4456,3.18267556184
4457,3.09921379011
4458,30.4496363849
4459,18.5897186225
4460,11.4732115533
4461,9.10011517724
4462,7.67848299884
4463,7.26952031738
4464,7.08312236052
4465,6.97183999822
4466,30.4023413809
4467,18.5424236186
4468,11.4286986084
4469,9.05560223232
4470,7.63118799486
4471,7.22500737246
4472,7.0386094156
4473,6.92454499424
4474,51.8353243603
4475,47.3033501555
4476,36.403242768
4477,6.3570049465
4478,7.37245650251
4479,5.83119578462
4480,5.4528357528
4481,4.97153953584
4482,3.21049615241
4483,22.0366897949
4484,12.471970755
4485,6.73258291927
4486,4.81852628768
4487,3.67231795597
4488,3.3551632234
4489,3.21606027053
4490,3.12981643974
4491,2.68190493148
4492,21.6527656449
4493,12.0880466051
4494,6.34865876933
4495,4.43738419679
4496,3.28839380602
4497,2.97123907346
4498,2.83213612059
4499,2.7458922898
4500,22.7794995632
4501,13.2147805234
4502,7.47539268764
4503,5.5641181151
4504,4.41512772433
4505,4.09797299177
4506,3.95887003889
4507,3.87262620811
4508,22.3510624684
4509,12.7863434285
4510,7.04695559277
4511,5.13289896118
4512,3.98669062947
4513,3.66953589691
4514,3.52765088497
4515,3.44418911325
4516,22.3621907046
4517,12.7974716647
4518,7.058083829
4519,5.14680925647
4520,3.9978188657
4521,3.6834461922
4522,3.54156118026
4523,3.45809940853
4524,22.7322045592
4525,14.5390406348
4526,11.8098406993
4527,10.443849702
4528,22.3621907046
4529,12.7974716647
4530,7.058083829
4531,5.14680925647
4532,3.9978188657
4533,3.6834461922
4534,3.54156118026
4535,3.45809940853
4536,23.0076284059
4537,13.4429093661
4538,7.70352153036
4539,5.78946489876
4540,4.64325656705
4541,4.32610183449
4542,4.18699888161
4543,4.10075505083
4544,26.106842196
4545,16.5421231562
4546,10.8027353205
4547,8.88867868887
4548,7.74247035716
4549,7.4253156246
4550,7.28343061267
4551,7.19996884094
4552,25.5059174396
4553,15.9411983998
4554,10.2045926231
4555,8.2905359915
4556,7.14432765979
4557,6.82717292723
4558,6.68528791529
4559,6.60182614357
4560,64.7997195684
4561,21.900368901
4562,12.3356498612
4563,6.59904408451
4564,4.68498745291
4565,3.53599706215
4566,3.22162438864
4567,3.07973937671
4568,2.99627760498
4569,22.1952671611
4570,12.6305481213
4571,6.89116028555
4572,4.97988571301
4573,3.83089532225
4574,3.51652264874
4575,3.37463763681
4576,3.29117586508
4577,22.7349866183
4578,13.1702675784
4579,7.43087974272
4580,5.51960517018
4581,4.37061477941
4582,4.05346004685
4583,3.91435709397
4584,3.82811326319
4585,25.5865971523
4586,15.3959148245
4587,9.28094901599
4588,7.2416997268
4589,6.02037580054
4590,5.67818253646
4591,5.52516928829
4592,5.43336133939
4593,28.0765400088
4594,16.2166222465
4595,9.10011517724
4596,6.72980086021
4597,5.30538662275
4598,4.89920600034
4599,4.71002598443
4600,4.59874362213
4601,33.551632234
4602,21.6917144717
4603,14.5779894616
4604,12.2048930855
4605,10.780478848
4606,10.3742982256
4607,10.1879002687
4608,10.0738358474
4609,12.2939189753
4610,5.00214218547
4611,4.3845250747
4612,3.8865365034
4613,20.2478258208
4614,65.4618496241
4615,29.1531968641
4616,12.1464698453
4617,3.69735648748
4618,9.9875920166
4619,9.50073168153
4620,5.00492424453
4621,21.4552394518
4622,22.0088692043
4623,20.4564802502
4624,20.6122755574
4625,111.235067298
4626,16.6895722862
4627,9.52298815399
4628,5.51125899301
4629,34.3389549473
4630,4.4234739015
4631,2.91281583325
4632,2.56505845106
4633,2.37587843515
4634,2.02812105295
4635,1.67201749359
4636,1.81668456458
4637,1.92240280877
4638,4.32053771637
4639,8.40460041286
4640,19.1322201388
4641,12.1687263177
4642,9.11958959065
4643,8.13195862522
4644,6.68528791529
4645,21.3995982707
4646,11.8348792308
4647,6.09549139509
4648,4.18421682255
4649,3.03522643179
4650,2.72085375828
4651,2.57896874635
4652,2.49550697462
4653,30.697239641
4654,20.5065573132
4655,14.3915915047
4656,12.3523422155
4657,11.1310182893
4658,10.7888250252
4659,10.635811777
4660,10.5440038281
4661,28.1766941349
4662,16.3167763725
4663,9.20026930332
4664,6.82717292723
4665,5.40554074882
4666,4.99657806736
4667,4.8101801105
4668,4.6988977482
4669,21.9671383184
4670,12.4024192786
4671,6.66303144283
4672,4.75175687029
4673,3.60276647953
4674,3.28839380602
4675,3.14650879409
4676,3.0602649633
4677,14.1578985439
4678,18.4561797878
4679,28.3491817964
4680,16.4892640341
4681,9.37275696488
4682,7.00244264785
4683,5.57802841039
4684,5.17184778798
4685,4.98266777207
4686,4.87138540977
4687,29.7986345654
4688,18.6147571541
4689,15.1983886314
4690,13.5875764371
4691,11.4008780178
4692,10.343695576
4693,9.81232229598
4694,9.66209110687
4695,20.0892484546
4696,14.1300779533
4697,13.0701134524
4698,11.1504927027
4699,28.1405273671
4700,119.038742954
4701,48.7917517513
4702,34.7423535107
4703,24.2039138007
4704,18.9374760047
4705,17.1792146804
4706,6.5795696711
4707,6.43768465917
4708,6.55453113959
4709,6.15113257624
4710,24.7074664901
4711,14.5167841623
4712,8.4018183538
4713,6.36256906462
4714,5.14124513835
4715,4.79905187427
4716,4.64603862611
4717,4.55423067721
4718,24.5321967695
4719,14.3415144417
4720,8.22654863317
4721,6.19008140305
4722,4.96597541773
4723,4.62656421271
4724,4.47076890548
4725,4.37896095658
4726,21.8920227239
4727,12.327303684
4728,6.58791584828
4729,4.67385921668
4730,3.52765088497
4731,3.21049615241
4732,3.07139319953
4733,2.98514936875
4734,7.07755824241
4735,47.6232869471
4736,2.3591860808
4737,387.38224935
4738,166.205772216
4739,123.548460687
4740,90.7034714533
4741,5.80893931216
4742,11.9016486482
4743,11.9962386562
4744,1.37711923349
4745,2.19782665546
4746,13.1841778737
4747,13.1841778737
4748,2.66799463619
4749,10.6274655998
4750,9.29764137033
4751,7.97059919988
4752,7.17493030942
4753,23.0827440005
4754,13.5180249606
4755,7.77863712491
4756,5.86458049331
4757,4.7183721616
4758,4.40121742904
4759,4.25933241711
4760,4.17587064538
4761,22.3872292361
4762,12.8225101962
4763,7.08312236052
4764,5.17184778798
4765,4.02285739722
4766,3.70848472371
4767,3.56659971178
4768,3.48313794005
4769,11.9517257112
4770,16.0942116479
4771,11.7764559906
4772,63.8538194889
4773,42.9883765573
4774,36.0332289134
4775,9.03890987798
4776,9.03890987798
4777,28.8193497772
4778,16.9594320148
4779,9.84292494561
4780,7.47261062858
4781,6.04819639111
4782,5.64201576871
4783,5.4528357528
4784,5.3415533905
4785,28.8193497772
4786,16.9594320148
4787,9.84292494561
4788,7.47261062858
4789,6.04819639111
4790,5.64201576871
4791,5.4528357528
4792,5.3415533905
4793,10.6135553046
4794,10.1962464459
4795,7.45035415612
4796,13.0089081531
4797,9.58419345326
4798,5.48622046149
4799,5.50569487489
4800,9.89021994959
4801,9.47291109096
4802,6.18729934399
4803,10.201810564
4804,9.7845017054
4805,9.57306521703
4806,13.5625379056
4807,13.1452290469
4808,4.41512772433
4809,1.98639016709
4810,22.0728565626
4811,12.5081375227
4812,6.76874968702
4813,4.85469305542
4814,3.70848472371
4815,3.39132999115
4816,3.24944497922
4817,3.16598320749
4818,7.23335354963
4819,22.0589462673
4820,12.4942272275
4821,6.75483939173
4822,4.84356481919
4823,3.69457442843
4824,3.38020175492
4825,3.23831674299
4826,3.1520729122
4827,21.9532280231
4828,12.3885089833
4829,6.64912114754
4830,4.73506451595
4831,3.58885618424
4832,3.27170145168
4833,3.12981643974
4834,3.04635466802
4835,23.1856801856
4836,13.6209611458
4837,7.88157331004
4838,5.96751667844
4839,4.82130834673
4840,4.50415361417
4841,4.36226860224
4842,4.27880683051
4843,16.6033284555
4844,5.50291281583
4845,5.12455278401
4846,5.21357867385
4847,2.29798078154
4848,7.82871418794
4849,6.77987792325
4850,6.29579964723
4851,1.84450515516
4852,21.6694579993
4853,12.1047389594
4854,6.36535112367
4855,4.45129449208
4856,3.30508616037
4857,2.98793142781
4858,2.84604641587
4859,2.76258464415
4860,5.2886942684
4861,10.2797082176
4862,17.9526270984
4863,10.057143493
4864,5.31929691803
4865,3.73908737335
4866,2.79318729378
4867,2.5428019786
4868,2.43430167536
4869,2.37031431703
4870,20.9433405852
4871,11.3786215454
4872,5.63923370965
4873,3.72517707806
4874,2.57896874635
4875,2.26181401379
4876,2.12271106091
4877,2.03646723013
4878,21.5303550464
4879,11.9656360065
4880,6.2262481708
4881,4.3121915392
4882,3.16598320749
4883,2.84882847493
4884,2.706943463
4885,2.62348169127
4886,28.3603100327
4887,16.5003922703
4888,9.38388520112
4889,7.01357088408
4890,5.58915664662
4891,5.18297602422
4892,4.9937960083
4893,4.882513646
4894,28.616259466
4895,16.7563417036
4896,9.63983463441
4897,7.26673825832
4898,5.84510607991
4899,5.43614339845
4900,5.2497454416
4901,5.13846307929
4902,25.7757771682
4903,15.5850948404
4904,9.4701290319
4905,7.43366180177
4906,6.20955581645
4907,5.87014461143
4908,5.71434930421
4909,5.62254135531
4910,29.4926080691
4911,17.6326903067
4912,10.5161832375
4913,8.14308686145
4914,6.72145468304
4915,6.31249200158
4916,6.12609404472
4917,6.01481168242
4918,29.0947736239
4919,17.2348558615
4920,10.1211308514
4921,7.74803447528
4922,6.32362023781
4923,5.91743961541
4924,5.73104165855
4925,5.61697723719
4926,29.1615430412
4927,17.3016252789
4928,10.1879002687
4929,7.81480389266
4930,6.39038965519
4931,5.98420903279
4932,5.79781107593
4933,5.68374665457
4934,21.413508566
4935,11.8487895261
4936,6.10940169038
4937,4.19812711784
4938,3.04913672707
4939,2.73476405357
4940,2.59287904164
4941,2.50663521085
4942,17.88863974
4943,17.88863974
4944,8.41851070815
4945,6.01759374148
4946,21.3022262037
4947,11.7375071638
4948,6.00090138713
4949,4.08684475554
4950,2.93785436477
4951,2.62348169127
4952,2.48159667933
4953,2.39813490761
4954,54.8121275518
4955,31.9296918035
4956,10.683106781
4957,11.6735198055
4958,12.3189575068
4959,16.0663910573
4960,10.7137094306
4961,9.03890987798
4962,8.0345865582
4963,13.9826288232
4964,16.8982267156
4965,7.85653477852
4966,6.04819639111
4967,4.69055157103
4968,4.01172916099
4969,3.78638237733
4970,19.2240280877
4971,15.0731959738
4972,12.953266972
4973,11.2450827106
4974,13.1591393422
4975,8.1792536292
4976,6.4682873088
4977,15.4404277694
4978,12.2410598532
4979,9.72329640614
4980,1.56908130846
4981,21.366213562
4982,11.8014945221
4983,6.0621066864
4984,4.15083211386
4985,3.0018417231
4986,2.68746904959
4987,2.54558403766
4988,2.45934020687
4989,6.80213439571
4990,5.4917845796
4991,4.61821803553
4992,3.77803620015
4993,20.6456602661
4994,11.0809412262
4995,5.3415533905
4996,3.4274967589
4997,2.28128842719
4998,1.96413369463
4999,1.8222486827
5000,1.73878691097
5001,27.3643328901
5002,15.5044151277
5003,8.39069011757
5004,6.01759374148
5005,4.59317950401
5006,4.18699888161
5007,4.00060092476
5008,3.8865365034
5009,83.3727458366
5010,44.6520478737
5011,35.6799074131
5012,23.7726946468
5013,15.1622218636
5014,11.0781591672
5015,13.5541917284
5016,12.0490977782
5017,7.39749503402
5018,6.39038965519
5019,2.90725171514
5020,25.4391480222
5021,15.2484656944
5022,9.13349988594
5023,7.09425059675
5024,5.87292667049
5025,5.53073340641
5026,5.37772015824
5027,5.28591220934
5028,28.0348091229
5029,16.1748913606
5030,9.05838429138
5031,6.68806997435
5032,5.26365573688
5033,4.85747511448
5034,4.66829509857
5035,4.55701273627
5036,22.0672924445
5037,12.5025734046
5038,6.7631855689
5039,4.85191099637
5040,3.7029206056
5041,3.3885479321
5042,3.24666292016
5043,3.16041908938
5044,22.1090233303
5045,12.5443042905
5046,6.80491645477
5047,4.89364188223
5048,3.74465149146
5049,3.43027881796
5050,3.28839380602
5051,3.2049320343
5052,9.03612781892
5053,13.4095246574
5054,11.9461615931
5055,10.8444662063
5056,9.00274311023
5057,17.983229748
5058,10.0877461427
5059,5.35268162673
5060,3.77247208204
5061,2.82378994341
5062,2.57618668729
5063,2.46768638405
5064,2.40369902572
5065,23.831117887
5066,14.2663988471
5067,8.52701101139
5068,6.6129543798
5069,5.46674604809
5070,5.14959131552
5071,5.00770630359
5072,4.92424453186
5073,23.8784128909
5074,14.3136938511
5075,8.57430601537
5076,6.66024938377
5077,5.51404105206
5078,5.1968863195
5079,5.05500130757
5080,4.97153953584
5081,22.381665118
5082,12.8169460781
5083,7.07755824241
5084,5.16350161081
5085,4.0172932791
5086,3.70013854654
5087,3.56103559366
5088,3.47479176288
5089,23.1884622447
5090,13.6237432048
5091,7.88713742815
5092,5.97308079656
5093,4.82409040579
5094,4.50971773229
5095,4.36783272035
5096,4.28437094863
5097,21.800214775
5098,12.2354957351
5099,6.49610789938
5100,4.58483332684
5101,3.43584293607
5102,3.12147026257
5103,2.97958525064
5104,2.89334141985
5105,5.64757988683
5106,9.97924583943
5107,5.11064248872
5108,4.41512772433
5109,3.85871591282
5110,3.44140705419
5111,3.30230410131
5112,64.8386683953
5113,33.5738887065
5114,22.5791913111
5115,17.5102797082
5116,14.4694891583
5117,20.8598788135
5118,12.3384319202
5119,6.07879904075
5120,4.82687246485
5121,3.88931856245
5122,3.41915058173
5123,17.1486120307
5124,8.80243485809
5125,7.13319942356
5126,5.88127284766
5127,5.25530955971
5128,8.31835658207
5129,2.09210841128
5130,4.32610183449
5131,4.27880683051
5132,4.21481947219
5133,4.18699888161
5134,1.7693895606
5135,173.878691097
5136,4.29549918486
5137,13.5486276103
5138,1.160118627
5139,21.6778041764
5140,12.1130851366
5141,6.37369730085
5142,4.45964066925
5143,3.31343233754
5144,2.99627760498
5145,2.8571746521
5146,2.77093082132
5147,21.8836765467
5148,12.3189575068
5149,6.5795696711
5150,4.66829509857
5151,3.5193047078
5152,3.2049320343
5153,3.06304702236
5154,2.97680319158
5155,36.7231795597
5156,33.0397333675
5157,31.0672534957
5158,29.8848783962
5159,21.8085609521
5160,12.2438419123
5161,6.50723613561
5162,4.59317950401
5163,3.44418911325
5164,3.12981643974
5165,2.98793142781
5166,23.0382310556
5167,13.4735120157
5168,7.73690623905
5169,5.82284960745
5170,4.67664127574
5171,4.35948654318
